codigo|nombre|total
C02060|Cliente 2060|2575.00
C02061|Cliente 2061|2576.25
C02062|Cliente 2062|2577.50
C02063|Cliente 2063|2578.75
C02064|Cliente 2064|2580.00
C02065|Cliente 2065|2581.25
C02066|Cliente 2066|2582.50
C02067|Cliente 2067|2583.75
C02068|Cliente 2068|2585.00
C02069|Cliente 2069|2586.25
C02070|Cliente 2070|2587.50
C02071|Cliente 2071|2588.75
C02072|Cliente 2072|2590.00
C02073|Cliente 2073|2591.25
C02074|Cliente 2074|2592.50
C02075|Cliente 2075|2593.75
C02076|Cliente 2076|2595.00
C02077|Cliente 2077|2596.25
C02078|Cliente 2078|2597.50
C02079|Cliente 2079|2598.75
C02080|Cliente 2080|2600.00
C02081|Cliente 2081|2601.25
C02082|Cliente 2082|2602.50
C02083|Cliente 2083|2603.75
C02084|Cliente 2084|2605.00
C02085|Cliente 2085|2606.25
C02086|Cliente 2086|2607.50
C02087|Cliente 2087|2608.75
C02088|Cliente 2088|2610.00
C02089|Cliente 2089|2611.25
C02090|Cliente 2090|2612.50
C02091|Cliente 2091|2613.75
C02092|Cliente 2092|2615.00
C02093|Cliente 2093|2616.25
C02094|Cliente 2094|2617.50
C02095|Cliente 2095|2618.75
C02096|Cliente 2096|2620.00
C02097|Cliente 2097|2621.25
C02098|Cliente 2098|2622.50
C02099|Cliente 2099|2623.75
C02100||2625.00
C02101|Cliente 2101|2626.25
C02102|Cliente 2102|2627.50
C02103|Cliente 2103|2628.75
C02104|Cliente 2104|2630.00
C02105|Cliente 2105|2631.25
C02106|Cliente 2106|2632.50
C02107|Cliente 2107|2633.75
C02108|Cliente 2108|2635.00
C02109|Cliente 2109|2636.25
C02110|Cliente 2110|2637.50
C02111|Cliente 2111|2638.75
C02112|Cliente 2112|2640.00
C02113|Cliente 2113|2641.25
C02114|Cliente 2114|2642.50
C02115|Cliente 2115|2643.75
C02116|Cliente 2116|2645.00
C02117|Cliente 2117|2646.25
C02118|Cliente 2118|2647.50
C02119|Cliente 2119|2648.75
C02120|Cliente 2120|2650.00
C02121|Cliente 2121|2651.25
C02122|Cliente 2122|2652.50
C02123|Cliente 2123|2653.75
C02124|Cliente 2124|2655.00
C02125|Cliente 2125|2656.25
C02126|Cliente 2126|2657.50
C02127|Cliente 2127|2658.75
C02128|Cliente 2128|2660.00
C02129|Cliente 2129|2661.25
C02130|Cliente 2130|2662.50
C02131|Cliente 2131|2663.75
C02132|Cliente 2132|2665.00
C02133|Cliente 2133|2666.25
C02134|Cliente 2134|2667.50
C02135|Cliente 2135|2668.75
C02136|Cliente 2136|2670.00
C02137|Cliente 2137|2671.25
C02138|Cliente 2138|2672.50
C02139|Cliente 2139|2673.75
C02140|Cliente 2140|2675.00
C02141|Cliente 2141|2676.25
C02142|Cliente 2142|2677.50
C02143|Cliente 2143|2678.75
C02144|Cliente 2144|2680.00
C02145|Cliente 2145|2681.25
C02146|Cliente 2146|2682.50
C02147|Cliente 2147|2683.75
C02148|Cliente 2148|2685.00
C02149|Cliente 2149|2686.25
C02150|Cliente 2150|2687.50
C02151|Cliente 2151|2688.75
C02152|Cliente 2152|2690.00
C02153|Cliente 2153|2691.25
C02154|Cliente 2154|2692.50
C02155|Cliente 2155|2693.75
C02156|Cliente 2156|2695.00
C02157|Cliente 2157|2696.25
C02158|Cliente 2158|2697.50
C02159|Cliente 2159|2698.75
C02160|Cliente 2160|2700.00
C02161|Cliente 2161|2701.25
C02162|Cliente 2162|2702.50
C02163|Cliente 2163|2703.75
C02164|Cliente 2164|2705.00
C02165|Cliente 2165|2706.25
C02166|Cliente 2166|2707.50
C02167|Cliente 2167|2708.75
C02168|Cliente 2168|2710.00
C02169|Cliente 2169|2711.25
C02170|Cliente 2170|2712.50
C02171|Cliente 2171|2713.75
C02172|Cliente 2172|2715.00
C02173|Cliente 2173|2716.25
C02174|Cliente 2174|2717.50
C02175|Cliente 2175|2718.75
C02176|Cliente 2176|2720.00
C02177|Cliente 2177|2721.25
C02178|Cliente 2178|2722.50
C02179|Cliente 2179|2723.75
C02180|Cliente 2180|2725.00
C02181|Cliente 2181|2726.25
C02182|Cliente 2182|2727.50
C02183|Cliente 2183|2728.75
C02184|Cliente 2184|2730.00
C02185|Cliente 2185|2731.25
C02186|Cliente 2186|2732.50
C02187|Cliente 2187|2733.75
C02188|Cliente 2188|2735.00
C02189|Cliente 2189|2736.25
C02190|Cliente 2190|2737.50
C02191|Cliente 2191|2738.75
C02192|Cliente 2192|2740.00
C02193|Cliente 2193|2741.25
C02194|Cliente 2194|2742.50
C02195|Cliente 2195|2743.75
C02196|Cliente 2196|2745.00
C02197|Cliente 2197|2746.25
C02198|Cliente 2198|2747.50
C02199|Cliente 2199|2748.75
C02200||2750.00
C02201|Cliente 2201|2751.25
C02202|Cliente 2202|2752.50
C02203|Cliente 2203|2753.75
C02204|Cliente 2204|2755.00
C02205|Cliente 2205|2756.25
C02206|Cliente 2206|2757.50
C02207|Cliente 2207|2758.75
C02208|Cliente 2208|2760.00
C02209|Cliente 2209|2761.25
C02210|Cliente 2210|2762.50
C02211|Cliente 2211|2763.75
C02212|Cliente 2212|2765.00
C02213|Cliente 2213|2766.25
C02214|Cliente 2214|2767.50
C02215|Cliente 2215|2768.75
C02216|Cliente 2216|2770.00
C02217|Cliente 2217|2771.25
C02218|Cliente 2218|2772.50
C02219|Cliente 2219|2773.75
C02220|Cliente 2220|2775.00
C02221|Cliente 2221|2776.25
C02222|Cliente 2222|2777.50
C02223|Cliente 2223|2778.75
C02224|Cliente 2224|2780.00
C02225|Cliente 2225|2781.25
C02226|Cliente 2226|2782.50
C02227|Cliente 2227|2783.75
C02228|Cliente 2228|2785.00
C02229|Cliente 2229|2786.25
C02230|Cliente 2230|2787.50
C02231|Cliente 2231|2788.75
C02232|Cliente 2232|2790.00
C02233|Cliente 2233|2791.25
C02234|Cliente 2234|2792.50
C02235|Cliente 2235|2793.75
C02236|Cliente 2236|2795.00
C02237|Cliente 2237|2796.25
C02238|Cliente 2238|2797.50
C02239|Cliente 2239|2798.75
C02240|Cliente 2240|2800.00
C02241|Cliente 2241|2801.25
C02242|Cliente 2242|2802.50
C02243|Cliente 2243|2803.75
C02244|Cliente 2244|2805.00
C02245|Cliente 2245|2806.25
C02246|Cliente 2246|2807.50
C02247|Cliente 2247|2808.75
C02248|Cliente 2248|2810.00
C02249|Cliente 2249|2811.25
C02250|Cliente 2250|2812.50
C02251|Cliente 2251|2813.75
C02252|Cliente 2252|2815.00
C02253|Cliente 2253|2816.25
C02254|Cliente 2254|2817.50
C02255|Cliente 2255|2818.75
C02256|Cliente 2256|2820.00
C02257|Cliente 2257|2821.25
C02258|Cliente 2258|2822.50
C02259|Cliente 2259|2823.75
C02260|Cliente 2260|2825.00
C02261|Cliente 2261|2826.25
C02262|Cliente 2262|2827.50
C02263|Cliente 2263|2828.75
C02264|Cliente 2264|2830.00
C02265|Cliente 2265|2831.25
C02266|Cliente 2266|2832.50
C02267|Cliente 2267|2833.75
C02268|Cliente 2268|2835.00
C02269|Cliente 2269|2836.25
C02270|Cliente 2270|2837.50
C02271|Cliente 2271|2838.75
C02272|Cliente 2272|2840.00
C02273|Cliente 2273|2841.25
C02274|Cliente 2274|2842.50
C02275|Cliente 2275|2843.75
C02276|Cliente 2276|2845.00
C02277|Cliente 2277|2846.25
C02278|Cliente 2278|2847.50
C02279|Cliente 2279|2848.75
C02280|Cliente 2280|2850.00
C02281|Cliente 2281|2851.25
C02282|Cliente 2282|2852.50
C02283|Cliente 2283|2853.75
C02284|Cliente 2284|2855.00
C02285|Cliente 2285|2856.25
C02286|Cliente 2286|2857.50
C02287|Cliente 2287|2858.75
C02288|Cliente 2288|2860.00
C02289|Cliente 2289|2861.25
C02290|Cliente 2290|2862.50
C02291|Cliente 2291|2863.75
C02292|Cliente 2292|2865.00
C02293|Cliente 2293|2866.25
C02294|Cliente 2294|2867.50
C02295|Cliente 2295|2868.75
C02296|Cliente 2296|2870.00
C02297|Cliente 2297|2871.25
C02298|Cliente 2298|2872.50
C02299|Cliente 2299|2873.75
C02300||2875.00
C02301|Cliente 2301|2876.25
C02302|Cliente 2302|2877.50
C02303|Cliente 2303|2878.75
C02304|Cliente 2304|2880.00
C02305|Cliente 2305|2881.25
C02306|Cliente 2306|2882.50
C02307|Cliente 2307|2883.75
C02308|Cliente 2308|2885.00
C02309|Cliente 2309|2886.25
C02310|Cliente 2310|2887.50
C02311|Cliente 2311|2888.75
C02312|Cliente 2312|2890.00
C02313|Cliente 2313|2891.25
C02314|Cliente 2314|2892.50
C02315|Cliente 2315|2893.75
C02316|Cliente 2316|2895.00
C02317|Cliente 2317|2896.25
C02318|Cliente 2318|2897.50
C02319|Cliente 2319|2898.75
C02320|Cliente 2320|2900.00
C02321|Cliente 2321|2901.25
C02322|Cliente 2322|2902.50
C02323|Cliente 2323|2903.75
C02324|Cliente 2324|2905.00
C02325|Cliente 2325|2906.25
C02326|Cliente 2326|2907.50
C02327|Cliente 2327|2908.75
C02328|Cliente 2328|2910.00
C02329|Cliente 2329|2911.25
C02330|Cliente 2330|2912.50
C02331|Cliente 2331|2913.75
C02332|Cliente 2332|2915.00
C02333|Cliente 2333|2916.25
C02334|Cliente 2334|2917.50
C02335|Cliente 2335|2918.75
C02336|Cliente 2336|2920.00
C02337|Cliente 2337|2921.25
C02338|Cliente 2338|2922.50
C02339|Cliente 2339|2923.75
C02340|Cliente 2340|2925.00
C02341|Cliente 2341|2926.25
C02342|Cliente 2342|2927.50
C02343|Cliente 2343|2928.75
C02344|Cliente 2344|2930.00
C02345|Cliente 2345|2931.25
C02346|Cliente 2346|2932.50
C02347|Cliente 2347|2933.75
C02348|Cliente 2348|2935.00
C02349|Cliente 2349|2936.25
C02350|Cliente 2350|2937.50
C02351|Cliente 2351|2938.75
C02352|Cliente 2352|2940.00
C02353|Cliente 2353|2941.25
C02354|Cliente 2354|2942.50
C02355|Cliente 2355|2943.75
C02356|Cliente 2356|2945.00
C02357|Cliente 2357|2946.25
C02358|Cliente 2358|2947.50
C02359|Cliente 2359|2948.75
C02360|Cliente 2360|2950.00
C02361|Cliente 2361|2951.25
C02362|Cliente 2362|2952.50
C02363|Cliente 2363|2953.75
C02364|Cliente 2364|2955.00
C02365|Cliente 2365|2956.25
C02366|Cliente 2366|2957.50
C02367|Cliente 2367|2958.75
C02368|Cliente 2368|2960.00
C02369|Cliente 2369|2961.25
C02370|Cliente 2370|2962.50
C02371|Cliente 2371|2963.75
C02372|Cliente 2372|2965.00
C02373|Cliente 2373|2966.25
C02374|Cliente 2374|2967.50
C02375|Cliente 2375|2968.75
C02376|Cliente 2376|2970.00
C02377|Cliente 2377|2971.25
C02378|Cliente 2378|2972.50
C02379|Cliente 2379|2973.75
C02380|Cliente 2380|2975.00
C02381|Cliente 2381|2976.25
C02382|Cliente 2382|2977.50
C02383|Cliente 2383|2978.75
C02384|Cliente 2384|2980.00
C02385|Cliente 2385|2981.25
C02386|Cliente 2386|2982.50
C02387|Cliente 2387|2983.75
C02388|Cliente 2388|2985.00
C02389|Cliente 2389|2986.25
C02390|Cliente 2390|2987.50
C02391|Cliente 2391|2988.75
C02392|Cliente 2392|2990.00
C02393|Cliente 2393|2991.25
C02394|Cliente 2394|2992.50
C02395|Cliente 2395|2993.75
C02396|Cliente 2396|2995.00
C02397|Cliente 2397|2996.25
C02398|Cliente 2398|2997.50
C02399|Cliente 2399|2998.75
C02400||3000.00
C02401|Cliente 2401|3001.25
C02402|Cliente 2402|3002.50
C02403|Cliente 2403|3003.75
C02404|Cliente 2404|3005.00
C02405|Cliente 2405|3006.25
C02406|Cliente 2406|3007.50
C02407|Cliente 2407|3008.75
C02408|Cliente 2408|3010.00
C02409|Cliente 2409|3011.25
C02410|Cliente 2410|3012.50
C02411|Cliente 2411|3013.75
C02412|Cliente 2412|3015.00
C02413|Cliente 2413|3016.25
C02414|Cliente 2414|3017.50
C02415|Cliente 2415|3018.75
C02416|Cliente 2416|3020.00
C02417|Cliente 2417|3021.25
C02418|Cliente 2418|3022.50
C02419|Cliente 2419|3023.75
C02420|Cliente 2420|3025.00
C02421|Cliente 2421|3026.25
C02422|Cliente 2422|3027.50
C02423|Cliente 2423|3028.75
C02424|Cliente 2424|3030.00
C02425|Cliente 2425|3031.25
C02426|Cliente 2426|3032.50
C02427|Cliente 2427|3033.75
C02428|Cliente 2428|3035.00
C02429|Cliente 2429|3036.25
C02430|Cliente 2430|3037.50
C02431|Cliente 2431|3038.75
C02432|Cliente 2432|3040.00
C02433|Cliente 2433|3041.25
C02434|Cliente 2434|3042.50
C02435|Cliente 2435|3043.75
C02436|Cliente 2436|3045.00
C02437|Cliente 2437|3046.25
C02438|Cliente 2438|3047.50
C02439|Cliente 2439|3048.75
C02440|Cliente 2440|3050.00
C02441|Cliente 2441|3051.25
C02442|Cliente 2442|3052.50
C02443|Cliente 2443|3053.75
C02444|Cliente 2444|3055.00
C02445|Cliente 2445|3056.25
C02446|Cliente 2446|3057.50
C02447|Cliente 2447|3058.75
C02448|Cliente 2448|3060.00
C02449|Cliente 2449|3061.25
C02450|Cliente 2450|3062.50
C02451|Cliente 2451|3063.75
C02452|Cliente 2452|3065.00
C02453|Cliente 2453|3066.25
C02454|Cliente 2454|3067.50
C02455|Cliente 2455|3068.75
C02456|Cliente 2456|3070.00
C02457|Cliente 2457|3071.25
C02458|Cliente 2458|3072.50
C02459|Cliente 2459|3073.75
C02460|Cliente 2460|3075.00
C02461|Cliente 2461|3076.25
C02462|Cliente 2462|3077.50
C02463|Cliente 2463|3078.75
C02464|Cliente 2464|3080.00
C02465|Cliente 2465|3081.25
C02466|Cliente 2466|3082.50
C02467|Cliente 2467|3083.75
C02468|Cliente 2468|3085.00
C02469|Cliente 2469|3086.25
C02470|Cliente 2470|3087.50
C02471|Cliente 2471|3088.75
C02472|Cliente 2472|3090.00
C02473|Cliente 2473|3091.25
C02474|Cliente 2474|3092.50
C02475|Cliente 2475|3093.75
C02476|Cliente 2476|3095.00
C02477|Cliente 2477|3096.25
C02478|Cliente 2478|3097.50
C02479|Cliente 2479|3098.75
C02480|Cliente 2480|3100.00
C02481|Cliente 2481|3101.25
C02482|Cliente 2482|3102.50
C02483|Cliente 2483|3103.75
C02484|Cliente 2484|3105.00
C02485|Cliente 2485|3106.25
C02486|Cliente 2486|3107.50
C02487|Cliente 2487|3108.75
C02488|Cliente 2488|3110.00
C02489|Cliente 2489|3111.25
C02490|Cliente 2490|3112.50
C02491|Cliente 2491|3113.75
C02492|Cliente 2492|3115.00
C02493|Cliente 2493|3116.25
C02494|Cliente 2494|3117.50
C02495|Cliente 2495|3118.75
C02496|Cliente 2496|3120.00
C02497|Cliente 2497|3121.25
C02498|Cliente 2498|3122.50
C02499|Cliente 2499|3123.75
C02500||3125.00
C02501|Cliente 2501|3126.25
C02502|Cliente 2502|3127.50
C02503|Cliente 2503|3128.75
C02504|Cliente 2504|3130.00
C02505|Cliente 2505|3131.25
C02506|Cliente 2506|3132.50
C02507|Cliente 2507|3133.75
C02508|Cliente 2508|3135.00
C02509|Cliente 2509|3136.25
C02510|Cliente 2510|3137.50
C02511|Cliente 2511|3138.75
C02512|Cliente 2512|3140.00
C02513|Cliente 2513|3141.25
C02514|Cliente 2514|3142.50
C02515|Cliente 2515|3143.75
C02516|Cliente 2516|3145.00
C02517|Cliente 2517|3146.25
C02518|Cliente 2518|3147.50
C02519|Cliente 2519|3148.75
C02520|Cliente 2520|3150.00
C02521|Cliente 2521|3151.25
C02522|Cliente 2522|3152.50
C02523|Cliente 2523|3153.75
C02524|Cliente 2524|3155.00
C02525|Cliente 2525|3156.25
C02526|Cliente 2526|3157.50
C02527|Cliente 2527|3158.75
C02528|Cliente 2528|3160.00
C02529|Cliente 2529|3161.25
C02530|Cliente 2530|3162.50
C02531|Cliente 2531|3163.75
C02532|Cliente 2532|3165.00
C02533|Cliente 2533|3166.25
C02534|Cliente 2534|3167.50
C02535|Cliente 2535|3168.75
C02536|Cliente 2536|3170.00
C02537|Cliente 2537|3171.25
C02538|Cliente 2538|3172.50
C02539|Cliente 2539|3173.75
C02540|Cliente 2540|3175.00
C02541|Cliente 2541|3176.25
C02542|Cliente 2542|3177.50
C02543|Cliente 2543|3178.75
C02544|Cliente 2544|3180.00
C02545|Cliente 2545|3181.25
C02546|Cliente 2546|3182.50
C02547|Cliente 2547|3183.75
C02548|Cliente 2548|3185.00
C02549|Cliente 2549|3186.25
C02550|Cliente 2550|3187.50
C02551|Cliente 2551|3188.75
C02552|Cliente 2552|3190.00
C02553|Cliente 2553|3191.25
C02554|Cliente 2554|3192.50
C02555|Cliente 2555|3193.75
C02556|Cliente 2556|3195.00
C02557|Cliente 2557|3196.25
C02558|Cliente 2558|3197.50
C02559|Cliente 2559|3198.75
C02560|Cliente 2560|3200.00
C02561|Cliente 2561|3201.25
C02562|Cliente 2562|3202.50
C02563|Cliente 2563|3203.75
C02564|Cliente 2564|3205.00
C02565|Cliente 2565|3206.25
C02566|Cliente 2566|3207.50
C02567|Cliente 2567|3208.75
C02568|Cliente 2568|3210.00
C02569|Cliente 2569|3211.25
C02570|Cliente 2570|3212.50
C02571|Cliente 2571|3213.75
C02572|Cliente 2572|3215.00
C02573|Cliente 2573|3216.25
C02574|Cliente 2574|3217.50
C02575|Cliente 2575|3218.75
C02576|Cliente 2576|3220.00
C02577|Cliente 2577|3221.25
C02578|Cliente 2578|3222.50
C02579|Cliente 2579|3223.75
C02580|Cliente 2580|3225.00
C02581|Cliente 2581|3226.25
C02582|Cliente 2582|3227.50
C02583|Cliente 2583|3228.75
C02584|Cliente 2584|3230.00
C02585|Cliente 2585|3231.25
C02586|Cliente 2586|3232.50
C02587|Cliente 2587|3233.75
C02588|Cliente 2588|3235.00
C02589|Cliente 2589|3236.25
C02590|Cliente 2590|3237.50
C02591|Cliente 2591|3238.75
C02592|Cliente 2592|3240.00
C02593|Cliente 2593|3241.25
C02594|Cliente 2594|3242.50
C02595|Cliente 2595|3243.75
C02596|Cliente 2596|3245.00
C02597|Cliente 2597|3246.25
C02598|Cliente 2598|3247.50
C02599|Cliente 2599|3248.75
C02600||3250.00
C02601|Cliente 2601|3251.25
C02602|Cliente 2602|3252.50
C02603|Cliente 2603|3253.75
C02604|Cliente 2604|3255.00
C02605|Cliente 2605|3256.25
C02606|Cliente 2606|3257.50
C02607|Cliente 2607|3258.75
C02608|Cliente 2608|3260.00
C02609|Cliente 2609|3261.25
C02610|Cliente 2610|3262.50
C02611|Cliente 2611|3263.75
C02612|Cliente 2612|3265.00
C02613|Cliente 2613|3266.25
C02614|Cliente 2614|3267.50
C02615|Cliente 2615|3268.75
C02616|Cliente 2616|3270.00
C02617|Cliente 2617|3271.25
C02618|Cliente 2618|3272.50
C02619|Cliente 2619|3273.75
C02620|Cliente 2620|3275.00
C02621|Cliente 2621|3276.25
C02622|Cliente 2622|3277.50
C02623|Cliente 2623|3278.75
C02624|Cliente 2624|3280.00
C02625|Cliente 2625|3281.25
C02626|Cliente 2626|3282.50
C02627|Cliente 2627|3283.75
C02628|Cliente 2628|3285.00
C02629|Cliente 2629|3286.25
C02630|Cliente 2630|3287.50
C02631|Cliente 2631|3288.75
C02632|Cliente 2632|3290.00
C02633|Cliente 2633|3291.25
C02634|Cliente 2634|3292.50
C02635|Cliente 2635|3293.75
C02636|Cliente 2636|3295.00
C02637|Cliente 2637|3296.25
C02638|Cliente 2638|3297.50
C02639|Cliente 2639|3298.75
C02640|Cliente 2640|3300.00
C02641|Cliente 2641|3301.25
C02642|Cliente 2642|3302.50
C02643|Cliente 2643|3303.75
C02644|Cliente 2644|3305.00
C02645|Cliente 2645|3306.25
C02646|Cliente 2646|3307.50
C02647|Cliente 2647|3308.75
C02648|Cliente 2648|3310.00
C02649|Cliente 2649|3311.25
C02650|Cliente 2650|3312.50
C02651|Cliente 2651|3313.75
C02652|Cliente 2652|3315.00
C02653|Cliente 2653|3316.25
C02654|Cliente 2654|3317.50
C02655|Cliente 2655|3318.75
C02656|Cliente 2656|3320.00
C02657|Cliente 2657|3321.25
C02658|Cliente 2658|3322.50
C02659|Cliente 2659|3323.75
C02660|Cliente 2660|3325.00
C02661|Cliente 2661|3326.25
C02662|Cliente 2662|3327.50
C02663|Cliente 2663|3328.75
C02664|Cliente 2664|3330.00
C02665|Cliente 2665|3331.25
C02666|Cliente 2666|3332.50
C02667|Cliente 2667|3333.75
C02668|Cliente 2668|3335.00
C02669|Cliente 2669|3336.25
C02670|Cliente 2670|3337.50
C02671|Cliente 2671|3338.75
C02672|Cliente 2672|3340.00
C02673|Cliente 2673|3341.25
C02674|Cliente 2674|3342.50
C02675|Cliente 2675|3343.75
C02676|Cliente 2676|3345.00
C02677|Cliente 2677|3346.25
C02678|Cliente 2678|3347.50
C02679|Cliente 2679|3348.75
C02680|Cliente 2680|3350.00
C02681|Cliente 2681|3351.25
C02682|Cliente 2682|3352.50
C02683|Cliente 2683|3353.75
C02684|Cliente 2684|3355.00
C02685|Cliente 2685|3356.25
C02686|Cliente 2686|3357.50
C02687|Cliente 2687|3358.75
C02688|Cliente 2688|3360.00
C02689|Cliente 2689|3361.25
C02690|Cliente 2690|3362.50
C02691|Cliente 2691|3363.75
C02692|Cliente 2692|3365.00
C02693|Cliente 2693|3366.25
C02694|Cliente 2694|3367.50
C02695|Cliente 2695|3368.75
C02696|Cliente 2696|3370.00
C02697|Cliente 2697|3371.25
C02698|Cliente 2698|3372.50
C02699|Cliente 2699|3373.75
C02700||3375.00
C02701|Cliente 2701|3376.25
C02702|Cliente 2702|3377.50
C02703|Cliente 2703|3378.75
C02704|Cliente 2704|3380.00
C02705|Cliente 2705|3381.25
C02706|Cliente 2706|3382.50
C02707|Cliente 2707|3383.75
C02708|Cliente 2708|3385.00
C02709|Cliente 2709|3386.25
C02710|Cliente 2710|3387.50
C02711|Cliente 2711|3388.75
C02712|Cliente 2712|3390.00
C02713|Cliente 2713|3391.25
C02714|Cliente 2714|3392.50
C02715|Cliente 2715|3393.75
C02716|Cliente 2716|3395.00
C02717|Cliente 2717|3396.25
C02718|Cliente 2718|3397.50
C02719|Cliente 2719|3398.75
C02720|Cliente 2720|3400.00
C02721|Cliente 2721|3401.25
C02722|Cliente 2722|3402.50
C02723|Cliente 2723|3403.75
C02724|Cliente 2724|3405.00
C02725|Cliente 2725|3406.25
C02726|Cliente 2726|3407.50
C02727|Cliente 2727|3408.75
C02728|Cliente 2728|3410.00
C02729|Cliente 2729|3411.25
C02730|Cliente 2730|3412.50
C02731|Cliente 2731|3413.75
C02732|Cliente 2732|3415.00
C02733|Cliente 2733|3416.25
C02734|Cliente 2734|3417.50
C02735|Cliente 2735|3418.75
C02736|Cliente 2736|3420.00
C02737|Cliente 2737|3421.25
C02738|Cliente 2738|3422.50
C02739|Cliente 2739|3423.75
C02740|Cliente 2740|3425.00
C02741|Cliente 2741|3426.25
C02742|Cliente 2742|3427.50
C02743|Cliente 2743|3428.75
C02744|Cliente 2744|3430.00
C02745|Cliente 2745|3431.25
C02746|Cliente 2746|3432.50
C02747|Cliente 2747|3433.75
C02748|Cliente 2748|3435.00
C02749|Cliente 2749|3436.25
C02750|Cliente 2750|3437.50
C02751|Cliente 2751|3438.75
C02752|Cliente 2752|3440.00
C02753|Cliente 2753|3441.25
C02754|Cliente 2754|3442.50
C02755|Cliente 2755|3443.75
C02756|Cliente 2756|3445.00
C02757|Cliente 2757|3446.25
C02758|Cliente 2758|3447.50
C02759|Cliente 2759|3448.75
C02760|Cliente 2760|3450.00
C02761|Cliente 2761|3451.25
C02762|Cliente 2762|3452.50
C02763|Cliente 2763|3453.75
C02764|Cliente 2764|3455.00
C02765|Cliente 2765|3456.25
C02766|Cliente 2766|3457.50
C02767|Cliente 2767|3458.75
C02768|Cliente 2768|3460.00
C02769|Cliente 2769|3461.25
C02770|Cliente 2770|3462.50
C02771|Cliente 2771|3463.75
C02772|Cliente 2772|3465.00
C02773|Cliente 2773|3466.25
C02774|Cliente 2774|3467.50
C02775|Cliente 2775|3468.75
C02776|Cliente 2776|3470.00
C02777|Cliente 2777|3471.25
C02778|Cliente 2778|3472.50
C02779|Cliente 2779|3473.75
C02780|Cliente 2780|3475.00
C02781|Cliente 2781|3476.25
C02782|Cliente 2782|3477.50
C02783|Cliente 2783|3478.75
C02784|Cliente 2784|3480.00
C02785|Cliente 2785|3481.25
C02786|Cliente 2786|3482.50
C02787|Cliente 2787|3483.75
C02788|Cliente 2788|3485.00
C02789|Cliente 2789|3486.25
C02790|Cliente 2790|3487.50
C02791|Cliente 2791|3488.75
C02792|Cliente 2792|3490.00
C02793|Cliente 2793|3491.25
C02794|Cliente 2794|3492.50
C02795|Cliente 2795|3493.75
C02796|Cliente 2796|3495.00
C02797|Cliente 2797|3496.25
C02798|Cliente 2798|3497.50
C02799|Cliente 2799|3498.75
C02800||3500.00
C02801|Cliente 2801|3501.25
C02802|Cliente 2802|3502.50
C02803|Cliente 2803|3503.75
C02804|Cliente 2804|3505.00
C02805|Cliente 2805|3506.25
C02806|Cliente 2806|3507.50
C02807|Cliente 2807|3508.75
C02808|Cliente 2808|3510.00
C02809|Cliente 2809|3511.25
C02810|Cliente 2810|3512.50
C02811|Cliente 2811|3513.75
C02812|Cliente 2812|3515.00
C02813|Cliente 2813|3516.25
C02814|Cliente 2814|3517.50
C02815|Cliente 2815|3518.75
C02816|Cliente 2816|3520.00
C02817|Cliente 2817|3521.25
C02818|Cliente 2818|3522.50
C02819|Cliente 2819|3523.75
C02820|Cliente 2820|3525.00
C02821|Cliente 2821|3526.25
C02822|Cliente 2822|3527.50
C02823|Cliente 2823|3528.75
C02824|Cliente 2824|3530.00
C02825|Cliente 2825|3531.25
C02826|Cliente 2826|3532.50
C02827|Cliente 2827|3533.75
C02828|Cliente 2828|3535.00
C02829|Cliente 2829|3536.25
C02830|Cliente 2830|3537.50
C02831|Cliente 2831|3538.75
C02832|Cliente 2832|3540.00
C02833|Cliente 2833|3541.25
C02834|Cliente 2834|3542.50
C02835|Cliente 2835|3543.75
C02836|Cliente 2836|3545.00
C02837|Cliente 2837|3546.25
C02838|Cliente 2838|3547.50
C02839|Cliente 2839|3548.75
C02840|Cliente 2840|3550.00
C02841|Cliente 2841|3551.25
C02842|Cliente 2842|3552.50
C02843|Cliente 2843|3553.75
C02844|Cliente 2844|3555.00
C02845|Cliente 2845|3556.25
C02846|Cliente 2846|3557.50
C02847|Cliente 2847|3558.75
C02848|Cliente 2848|3560.00
C02849|Cliente 2849|3561.25
C02850|Cliente 2850|3562.50
C02851|Cliente 2851|3563.75
C02852|Cliente 2852|3565.00
C02853|Cliente 2853|3566.25
C02854|Cliente 2854|3567.50
C02855|Cliente 2855|3568.75
C02856|Cliente 2856|3570.00
C02857|Cliente 2857|3571.25
C02858|Cliente 2858|3572.50
C02859|Cliente 2859|3573.75
C02860|Cliente 2860|3575.00
C02861|Cliente 2861|3576.25
C02862|Cliente 2862|3577.50
C02863|Cliente 2863|3578.75
C02864|Cliente 2864|3580.00
C02865|Cliente 2865|3581.25
C02866|Cliente 2866|3582.50
C02867|Cliente 2867|3583.75
C02868|Cliente 2868|3585.00
C02869|Cliente 2869|3586.25
C02870|Cliente 2870|3587.50
C02871|Cliente 2871|3588.75
C02872|Cliente 2872|3590.00
C02873|Cliente 2873|3591.25
C02874|Cliente 2874|3592.50
C02875|Cliente 2875|3593.75
C02876|Cliente 2876|3595.00
C02877|Cliente 2877|3596.25
C02878|Cliente 2878|3597.50
C02879|Cliente 2879|3598.75
C02880|Cliente 2880|3600.00
C02881|Cliente 2881|3601.25
C02882|Cliente 2882|3602.50
C02883|Cliente 2883|3603.75
C02884|Cliente 2884|3605.00
C02885|Cliente 2885|3606.25
